title:Just Another Team's MnK rolls - Season 19
description:Just Another Team's recommendations for Season 19. Recommended for Mouse and Keyboard.

//notes: While unfortunately Long Arm hasn’t quite stacked up as the Legendary  Dead Man’s Tale, it still shines in it’s own niche. While normally I’d suggest Rapid Hit over all others, the long reload time means that Rapid Hit falls off after only a couple of bullets reloaded. Either go into Wellspring and commit to Scout Reloaders and reload boosters, or run with Compulsive Reloader and try not go below half ammo. tags:god-pve
dimwishlist:item=2149683300&perks=3250034553,1140096971,2450788523,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,2450788523,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,2450788523,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,2450788523,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,2014892510,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,2014892510,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,2014892510,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,2014892510,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,1428297954,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,1428297954,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,1428297954,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,1428297954,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,494941759,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,494941759,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,494941759,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,494941759,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,4071163871,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,4071163871,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,4071163871,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,4071163871,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,3060983774,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,3060983774,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,3060983774,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,3060983774,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,1359896290,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,1359896290,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,1359896290,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,1359896290,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,2840833776,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,2840833776,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,2840833776,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,2840833776,1890422124
dimwishlist:item=2149683300&perks=3250034553,1140096971,3700496672,509594246
dimwishlist:item=2149683300&perks=3250034553,1140096971,3700496672,2846385770
dimwishlist:item=2149683300&perks=3250034553,1140096971,3700496672,1523649716
dimwishlist:item=2149683300&perks=3250034553,1140096971,3700496672,1890422124

//notes: tags:pve
dimwishlist:item=2149683300&perks=1171147302,1720528630
dimwishlist:item=2149683300&perks=1171147302,2173046394
dimwishlist:item=2149683300&perks=1171147302,3007133316
dimwishlist:item=2149683300&perks=1171147302,4104185692
dimwishlist:item=2149683300&perks=1171147302,536173722
dimwishlist:item=2149683300&perks=1171147302,691659142
dimwishlist:item=2149683300&perks=2779035018,1720528630
dimwishlist:item=2149683300&perks=2779035018,2173046394
dimwishlist:item=2149683300&perks=2779035018,3007133316
dimwishlist:item=2149683300&perks=2779035018,4104185692
dimwishlist:item=2149683300&perks=2779035018,536173722
dimwishlist:item=2149683300&perks=2779035018,691659142
dimwishlist:item=2149683300&perks=494941759,1720528630
dimwishlist:item=2149683300&perks=494941759,2173046394
dimwishlist:item=2149683300&perks=494941759,3007133316
dimwishlist:item=2149683300&perks=494941759,4104185692
dimwishlist:item=2149683300&perks=494941759,536173722
dimwishlist:item=2149683300&perks=494941759,691659142
dimwishlist:item=2149683300&perks=4071163871,1720528630
dimwishlist:item=2149683300&perks=4071163871,2173046394
dimwishlist:item=2149683300&perks=4071163871,3007133316
dimwishlist:item=2149683300&perks=4071163871,4104185692
dimwishlist:item=2149683300&perks=4071163871,536173722
dimwishlist:item=2149683300&perks=4071163871,691659142
dimwishlist:item=2149683300&perks=2014892510,1720528630
dimwishlist:item=2149683300&perks=2014892510,2173046394
dimwishlist:item=2149683300&perks=2014892510,3007133316
dimwishlist:item=2149683300&perks=2014892510,4104185692
dimwishlist:item=2149683300&perks=2014892510,536173722
dimwishlist:item=2149683300&perks=2014892510,691659142
dimwishlist:item=2149683300&perks=1428297954,1720528630
dimwishlist:item=2149683300&perks=1428297954,2173046394
dimwishlist:item=2149683300&perks=1428297954,3007133316
dimwishlist:item=2149683300&perks=1428297954,4104185692
dimwishlist:item=2149683300&perks=1428297954,536173722
dimwishlist:item=2149683300&perks=1428297954,691659142
dimwishlist:item=2149683300&perks=2840833776,1720528630
dimwishlist:item=2149683300&perks=2840833776,2173046394
dimwishlist:item=2149683300&perks=2840833776,3007133316
dimwishlist:item=2149683300&perks=2840833776,4104185692
dimwishlist:item=2149683300&perks=2840833776,536173722
dimwishlist:item=2149683300&perks=2840833776,691659142
dimwishlist:item=2149683300&perks=3700496672,1720528630
dimwishlist:item=2149683300&perks=3700496672,2173046394
dimwishlist:item=2149683300&perks=3700496672,3007133316
dimwishlist:item=2149683300&perks=3700496672,4104185692
dimwishlist:item=2149683300&perks=3700496672,536173722
dimwishlist:item=2149683300&perks=3700496672,691659142

//notes: tags:pvp
dimwishlist:item=2149683300&perks=4207509907,509594246
dimwishlist:item=2149683300&perks=4207509907,2846385770
dimwishlist:item=2149683300&perks=4207509907,1523649716
dimwishlist:item=2149683300&perks=4207509907,1890422124
dimwishlist:item=2149683300&perks=2450788523,509594246
dimwishlist:item=2149683300&perks=2450788523,2846385770
dimwishlist:item=2149683300&perks=2450788523,1523649716
dimwishlist:item=2149683300&perks=2450788523,1890422124
dimwishlist:item=2149683300&perks=2014892510,509594246
dimwishlist:item=2149683300&perks=2014892510,2846385770
dimwishlist:item=2149683300&perks=2014892510,1523649716
dimwishlist:item=2149683300&perks=2014892510,1890422124
dimwishlist:item=2149683300&perks=1428297954,509594246
dimwishlist:item=2149683300&perks=1428297954,2846385770
dimwishlist:item=2149683300&perks=1428297954,1523649716
dimwishlist:item=2149683300&perks=1428297954,1890422124
dimwishlist:item=2149683300&perks=494941759,509594246
dimwishlist:item=2149683300&perks=494941759,2846385770
dimwishlist:item=2149683300&perks=494941759,1523649716
dimwishlist:item=2149683300&perks=494941759,1890422124
dimwishlist:item=2149683300&perks=4071163871,509594246
dimwishlist:item=2149683300&perks=4071163871,2846385770
dimwishlist:item=2149683300&perks=4071163871,1523649716
dimwishlist:item=2149683300&perks=4071163871,1890422124
dimwishlist:item=2149683300&perks=3060983774,509594246
dimwishlist:item=2149683300&perks=3060983774,2846385770
dimwishlist:item=2149683300&perks=3060983774,1523649716
dimwishlist:item=2149683300&perks=3060983774,1890422124
dimwishlist:item=2149683300&perks=1359896290,509594246
dimwishlist:item=2149683300&perks=1359896290,2846385770
dimwishlist:item=2149683300&perks=1359896290,1523649716
dimwishlist:item=2149683300&perks=1359896290,1890422124
dimwishlist:item=2149683300&perks=2840833776,509594246
dimwishlist:item=2149683300&perks=2840833776,2846385770
dimwishlist:item=2149683300&perks=2840833776,1523649716
dimwishlist:item=2149683300&perks=2840833776,1890422124
dimwishlist:item=2149683300&perks=3700496672,509594246
dimwishlist:item=2149683300&perks=3700496672,2846385770
dimwishlist:item=2149683300&perks=3700496672,1523649716
dimwishlist:item=2149683300&perks=3700496672,1890422124

//notes: tags:god-pve
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,3007133316
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,4104185692
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,3007133316
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,4104185692

//notes: tags:god-pvp
dimwishlist:item=2272041093&perks=1840239774,2969185026,2658083589,1906147653
dimwishlist:item=2272041093&perks=1840239774,2969185026,2658083589,3523296417
dimwishlist:item=2272041093&perks=1840239774,2969185026,3436462433,1906147653
dimwishlist:item=2272041093&perks=1840239774,2969185026,3436462433,3523296417

//notes: tags:pve
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,3007133316
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,4104185692
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,2402480669
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,2896038713
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,2002547233
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,2213355989
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,3418165135
dimwishlist:item=2272041093&perks=1840239774,2680121939,2308090567,1546637391
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,3007133316
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,4104185692
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,2402480669
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,2896038713
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,2002547233
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,2213355989
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,3418165135
dimwishlist:item=2272041093&perks=1840239774,2680121939,2869569095,1546637391
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,3007133316
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,4104185692
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,2402480669
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,2896038713
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,2002547233
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,2213355989
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,3418165135
dimwishlist:item=2272041093&perks=1840239774,2680121939,2658083589,1546637391
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,3007133316
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,4104185692
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,2402480669
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,2896038713
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,2002547233
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,2213355989
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,3418165135
dimwishlist:item=2272041093&perks=1840239774,2680121939,3436462433,1546637391
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,3007133316
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,4104185692
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,2402480669
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,2896038713
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,2002547233
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,2213355989
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,3418165135
dimwishlist:item=2272041093&perks=4090651448,2680121939,2308090567,1546637391
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,3007133316
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,4104185692
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,2402480669
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,2896038713
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,2002547233
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,2213355989
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,3418165135
dimwishlist:item=2272041093&perks=4090651448,2680121939,2869569095,1546637391
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,3007133316
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,4104185692
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,2402480669
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,2896038713
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,2002547233
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,2213355989
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,3418165135
dimwishlist:item=2272041093&perks=4090651448,2680121939,2658083589,1546637391
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,3007133316
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,4104185692
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,2402480669
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,2896038713
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,2002547233
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,2213355989
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,3418165135
dimwishlist:item=2272041093&perks=4090651448,2680121939,3436462433,1546637391
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,3007133316
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,4104185692
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,2402480669
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,2896038713
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,2002547233
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,2213355989
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,3418165135
dimwishlist:item=2272041093&perks=839105230,2680121939,2308090567,1546637391
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,3007133316
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,4104185692
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,2402480669
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,2896038713
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,2002547233
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,2213355989
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,3418165135
dimwishlist:item=2272041093&perks=839105230,2680121939,2869569095,1546637391
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,3007133316
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,4104185692
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,2402480669
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,2896038713
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,2002547233
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,2213355989
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,3418165135
dimwishlist:item=2272041093&perks=839105230,2680121939,2658083589,1546637391
dimwishlist:item=2272041093&perks=839105230,2680121939,3436462433,3007133316
dimwishlist:item=2272041093&perks=839105230,2680121939,3436462433,4104185692
dimwishlist:item=2272041093&perks=839105230,2680121939,3436462433,2402480669
dimwishlist:item=2272041093&perks=839105230,2680121939,3436462433,2896038713
